title,company,location,country,region,skills
Support Engineer - DevOps Products,Targeted Talent,Canada,Canada,Unknown,
Support Engineer - DevOps Products,Targeted Talent,"Regina, Regina region",Canada,Regina,
Support Engineer - DevOps Products,Targeted Talent,"Burnaby, Greater Vancouver",Canada,Burnaby,
Support Engineer - DevOps Products,Targeted Talent,"Halifax, Halifax region",Canada,Halifax,
Support Engineer - DevOps Products,Targeted Talent,"Fredericton, York region",Canada,Fredericton,
Support Engineer - DevOps Products,Targeted Talent,"Waterloo, Waterloo region",Canada,Waterloo,
Support Engineer - DevOps Products,Targeted Talent,"Richmond, Elgin region",Canada,Richmond,
Support Engineer - DevOps Products,Targeted Talent,"Surrey, Greater Vancouver",Canada,Surrey,
Support Engineer - DevOps Products,Targeted Talent,"Saskatoon, Saskatchewan",Canada,Saskatoon,
Support Engineer - DevOps Products,Targeted Talent,"Québec, Canada",Canada,Québec,
Support Engineer - DevOps Products,Targeted Talent,"Edmonton, Edmonton region",Canada,Edmonton,
Support Engineer - DevOps Products,Targeted Talent,"Ottawa, Ottawa region",Canada,Ottawa,
Support Engineer - DevOps Products,Targeted Talent,"Coquitlam, Greater Vancouver",Canada,Coquitlam,
Support Engineer - DevOps Products,Targeted Talent,"Saint John, Saint John region",Canada,Saint John,
Support Engineer - DevOps Products,Targeted Talent,"Montréal, Québec",Canada,Montreal,
Support Engineer - DevOps Products,Targeted Talent,"New Westminster, Greater Vancouver",Canada,New Westminster,
Support Engineer - DevOps Products,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,
Support Engineer - DevOps Products,Targeted Talent,"Winnipeg, Winnipeg region",Canada,Winnipeg,
Support Engineer - DevOps Products,Targeted Talent,"Calgary, Calgary region",Canada,Calgary,
Support Engineer - DevOps Products,Targeted Talent,"Moncton, Westmorland",Canada,Moncton,
Principal Software Architect (Python),Rumble,"Toronto, Ontario",Canada,Toronto,python
"Backend Developer, Machine Learning",Plusgrade,"Toronto, Ontario",Canada,Toronto,
Firmware Developer,Epiroc,"Pitt Meadows, Greater Vancouver",Canada,Pitt Meadows,
"Guidance, Navigation & Control Engineer",NOETIQ EDGE,"Halifax, Halifax region",Canada,Halifax,
Senior Backend Software Engineer - Python,Ouster,Canada,Canada,Unknown,
Senior Software QA Engineer,Comm100 Network Corporation,"Greater Vancouver, British Columbia",Canada,Vancouver,
"Senior Associate, Data Analyst",Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Data Analyst,National Bank,Canada,Canada,Unknown,
Vehicle Data Analyst,BRP,"Foster, Brome-Missisquoi",Canada,Foster,
"Data Analyst, Dealer Connectivity",BRP,"Anjou, Montréal",Canada,Anjou,
Analyste de données – M&V/ Data Analyst - M&V,Trane Technologies,"Westmount, Montréal",Canada,Westmount,
Data Analyst,ADF Medical Services Inc.,"Coal Harbour, Vancouver",Canada,Coal Harbour,
Data Analyst,Teckhorizon Inc,"Oliver, Edmonton",Canada,Oliver,
Data Analyst,Whopper Technologies,"Jasper Place, Edmonton",Canada,Jasper Place,
Data Analyst,COSMO,"Church and Wellesley, City of Toronto",Canada,Church And Wellesley,
Data Analyst,ADF Medical Services,"Toronto Dominion Centre, City of Toronto",Canada,Toronto Dominion Centre,
Data Analyst,S M Software Solutions Inc,"Edmonton, Edmonton region",Canada,Edmonton,
Data Analyst,LayerZero Labs,"Greater Vancouver, British Columbia",Canada,Vancouver,
Data Analyst,emergiTEL,"Trinity, City of Toronto",Canada,Trinity,excel
Data Analyst,Stripe,Canada,Canada,Unknown,
Data Analyst,CGI,"Halifax region, Nova Scotia",Canada,Halifax Region,sql
Data Analyst,Amy Jensen,"Greater Vancouver, British Columbia",Canada,Vancouver,
Data Analyst,Central Business Solutions,"Verdun, Montréal",Canada,Verdun,python
Data Analyst,Bird Construction,"Calgary, Calgary region",Canada,Calgary,
Data Analyst,Intouch Insight,"Beaverbrook, Ottawa",Canada,Beaverbrook,
Data Analyst,Intouch Insight,"Kanata, Ottawa region",Canada,Kanata,
Data Analyst,Calgary Homeless Foundation,"Downtown, Calgary",Canada,Downtown,
Data Analyst,Calgary Homeless Foundation,"Calgary, Calgary region",Canada,Calgary,
Data Analyst,VetPartners,Canada,Canada,Unknown,
Data Analyst,VersaBank,"London, Middlesex",Canada,London,excel
Data Analyst,London Drugs Limited,"Richmond, Elgin region",Canada,Richmond,
Data Analyst,Insight Global,"Toronto, Ontario",Canada,Toronto,
Data Analyst,Cosmo Technologies,"Toronto, Ontario",Canada,Toronto,
Data Analyst,COSMO,"Toronto, Ontario",Canada,Toronto,
Data Analyst,Independent Mechanical Supply Inc.,"Toronto, Ontario",Canada,Toronto,
Data Analyst,J.D. Irving,"Saint John, Saint John region",Canada,Saint John,
Data Analyst,Axya,"Montréal, Québec",Canada,Montreal,
Data Analyst,Axya,Canada,Canada,Unknown,
Data Analyst,CI Financial,"Toronto, Ontario",Canada,Toronto,
Data Analyst,Stanley Black and Decker,"Mississauga, Peel region",Canada,Mississauga,
IS Data Analyst,Fidelity International,"Toronto, Ontario",Canada,Toronto,
Data Analyst,Tipalti,"Toronto, Ontario",Canada,Toronto,
Data Analyst,FanDuel,"Toronto, Ontario",Canada,Toronto,
Data Analyst JP890,P@thlion Staffing Careers,"Edmonton, Edmonton region",Canada,Edmonton,
Senior Data Analyst,Scene+,"King and Spadina, City of Toronto",Canada,King And Spadina,
Junior Data Analyst,Amexio,"Longueuil, Champlain",Canada,Longueuil,
HR Data Analyst,Insight Global,"Calgary, Calgary region",Canada,Calgary,
Data Analyst 1,Pattison Food Group,"Langley, Greater Vancouver",Canada,Langley,
CRM Data Analyst,Releady,"Toronto, Ontario",Canada,Toronto,excel
Senior Data Analyst,Olsen,Canada,Canada,Unknown,
Data Analyst Intern,Jonas Software,"Toronto, Ontario",Canada,Toronto,aws
Lead Data Analyst,Circle K Stores,Canada,Canada,Unknown,
Master Data Analyst,Insight Global,"Toronto, Ontario",Canada,Toronto,
Senior Data Analyst,Konrad,"Toronto, Ontario",Canada,Toronto,
Data Analyst (Remote),Angela,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Data Analyst,Scene+,"Toronto, Ontario",Canada,Toronto,
Senior Data Analyst,Array,Canada,Canada,Unknown,
Associate Data Analyst,Atlantic Cultivation,"St. John's, Conception Bay - St. Johns",Canada,St. John'S,
Senior Data Analyst,Alquemy,"Greater Vancouver, British Columbia",Canada,Vancouver,
Data Analyst I,British Columbia College of Nurses and Midwives,"Harbour Centre, Vancouver",Canada,Harbour Centre,
Business Data Analyst,J.D. Irving,"Greater Lakeburn, Dieppe",Canada,Greater Lakeburn,
Enterprise Data Analyst,Pure Flavor,"Wheatley, Chatham-Kent",Canada,Wheatley,
Business Data Analyst,SearchLabs,"Markham, York region",Canada,Markham,
Intermediate Data Analyst,J.D. Irving,"Dartmouth, Halifax region",Canada,Dartmouth,
Senior Data Analyst,KIMARU Talent,"Toronto, Ontario",Canada,Toronto,
Logistics Data Analyst,Enercare,"Markham, York region",Canada,Markham,
Senior Data Analyst,KOHO,Canada,Canada,Unknown,
Dialer & Data Analyst,RBGlobal,"Burnaby, Greater Vancouver",Canada,Burnaby,
Senior Data Analyst,Felix,"Toronto, Ontario",Canada,Toronto,
"Data Analyst, HR",The Salvation Army,"Toronto, Ontario",Canada,Toronto,
Business Data Analyst,Martin Brower,"Mississauga, Peel region",Canada,Mississauga,
Senior Data Analyst,Ada,Canada,Canada,Unknown,
Data Analyst (Hybrid),Morgan Stanley,"Montréal, Québec",Canada,Montreal,
Data Analyst (REMOTE),"NTT America, Inc.","Halifax region, Nova Scotia",Canada,Halifax Region,
Marketing Data Analyst,Newforma,Canada,Canada,Unknown,
Senior Data Analyst,Autodesk,"British Columbia, Canada",Canada,British Columbia,
Senior Data Analyst,Autodesk,Canada,Canada,Unknown,
Business Data Analyst,LawDepot,"Edmonton, Edmonton region",Canada,Edmonton,
Mining Data Analyst,MineSense,"Vancouver, Greater Vancouver",Canada,Vancouver,
Senior Data Analyst,Canadian Tire Corporation,"Toronto, Ontario",Canada,Toronto,
Senior Data Analyst,Coalition,Canada,Canada,Unknown,
Master Data Analyst,Canadian National Railway Company,Canada,Canada,Unknown,
"Data Analyst, Growth",Kraken,Canada,Canada,Unknown,
Associate Data Analyst,Manulife,Canada,Canada,Unknown,
Business Data Analyst,RideCo,"Waterloo, Waterloo region",Canada,Waterloo,
ECommerce Data Analyst,dbrand,"Brampton, Peel region",Canada,Brampton,
Research Data Analyst,Inuvialuit Regional Corporation,"Tsiigehtchic, Inuvik",Canada,Tsiigehtchic,
Data Analyst (Marketing),CIRA,"Westboro, Ottawa",Canada,Westboro,
Data Analyst II,Uken Games,"Toronto, Ontario",Canada,Toronto,
Senior Data Analyst,Instacart,Canada,Canada,Unknown,
Senior Data Analyst,Spring Financial Inc.,"Bentall Centre, Vancouver",Canada,Bentall Centre,
Senior Data Analyst,BMO,"Toronto, Ontario",Canada,Toronto,
Property Data Analyst,Onward,"Calgary, Calgary region",Canada,Calgary,
Research Data Analyst,Inuvialuit Regional Corporation,"Inuvik, Northwest Territories",Canada,Inuvik,
Financial Data Analyst,Charger Logistics Inc,"Brampton, Peel region",Canada,Brampton,
Senior Data Analyst,Spring Financial Inc.,"Vancouver, Greater Vancouver",Canada,Vancouver,
Data Analyst (Marketing),CIRA,"Ottawa, Ottawa region",Canada,Ottawa,
Data Analyst (Data Transformation & Reconciliation),VDart Inc,Canada,Canada,Unknown,sql
Data Analyst / Business Analyst (Data),Dallas IT,"Toronto, Ontario",Canada,Toronto,
Data Analyst_ Canada Remote,estaffing Inc,"Alberta, Canada",Canada,Alberta,"sql,excel"
Data Analyst - Remote / Telecommute,CYNET SYSTEMS,"Edmonton, Edmonton region",Canada,Edmonton,
IT Systems Data Analyst,BRC Group Inc.,"Halton Hills, Halton",Canada,Halton Hills,
Senior Data Analyst - Marketing,Improvado,Canada,Canada,Unknown,docker
Data Analyst (Remote) JP890,P@thlion Staffing Careers,"Edmonton, Edmonton region",Canada,Edmonton,
Quality Improvement & Data Analyst,Eskasoni Health Centre,"Eskasoni, Cape Breton",Canada,Eskasoni,
Senior Data Analyst (ERP),EDC,"Ottawa, Ottawa region",Canada,Ottawa,
Business Data Analyst (31754),Ime Resources,"Unionville, York region",Canada,Unionville,
"Senior Data Analyst, Marketing",Dentalcorp Health Services,Canada,Canada,Unknown,
"Data Analyst, Information Technology",College of Physicians and Surgeons of BC,"Greater Vancouver, British Columbia",Canada,Vancouver,
Bilingual Senior Data Analyst,Driven Brands Canada,"Hamilton, Hamilton region",Canada,Hamilton,
"Scientific Data Analyst, DDI",Red Deer Polytechnic,"Red Deer region, Alberta",Canada,Red Deer Region,
Data Analyst – Insurance Domain,CGI,"Halifax region, Nova Scotia",Canada,Halifax Region,sql
"Data Analyst, Financial Operations",7shifts,"Toronto, Ontario",Canada,Toronto,
"Data Analyst, Financial Operations",7shifts,"Saskatoon, Saskatchewan",Canada,Saskatoon,
Cost Control Data Analyst,Trillium Rail Partners,"Mississauga, Peel region",Canada,Mississauga,
Senior Marketing Data Analyst,RLDatix,"Railway Lands, City of Toronto",Canada,Railway Lands,
Senior Marketing Data Analyst,RLDatix,Canada,Canada,Unknown,
Senior Marketing Data Analyst,RLDatix,"Toronto, Ontario",Canada,Toronto,
Sr. Market Data Analyst,Lightbox Employer Llc,"Richmond Hill, York region",Canada,Richmond Hill,
Senior Commercial Data Analyst,J.D. Irving,"The Junction, City of Toronto",Canada,The Junction,
"Big Data Analyst, InsurTech",Fintech Recruiters,"Toronto, Ontario",Canada,Toronto,
"Data Analyst, Dealer Connectivity",BRP,"Sherbrooke, Estrie",Canada,Sherbrooke,
Data Analyst: Merchant Intelligence,Jobgether,Canada,Canada,Unknown,
"Senior Data Analyst, Core",Match Group,"Greater Vancouver, British Columbia",Canada,Vancouver,
IT Systems Data Analyst,BRC Group Inc.,"Georgetown, Halton",Canada,Georgetown,
BI Developer / Data Analyst,Kensington,"Toronto, Ontario",Canada,Toronto,
Marketing Operations & Data Analyst,Construction Virtuelle et Technologie BI,"Québec, Canada",Canada,Québec,
Senior Business Data Analyst,Loblaw Companies,"Brampton, Peel region",Canada,Brampton,
Lead Financial Data Analyst,SimCorp,"Toronto, Ontario",Canada,Toronto,
Principal Game Data Analyst,Kabam,"Vancouver, Greater Vancouver",Canada,Vancouver,
Senior Data Analyst (Product),Lightspeed Commerce,"Montréal, Québec",Canada,Montreal,
Data Analyst (Temporary Contract),TechInsights,"Ottawa, Ottawa region",Canada,Ottawa,
Business AI & Data Analyst,Westman Communications Group,"Brandon, South West",Canada,Brandon,
Bilingual Jr. Data Analyst,TEKsystems,"Toronto, Ontario",Canada,Toronto,
HR Business Data Analyst,Saskatchewan Health Authority,"Beaver Creek, Saskatoon",Canada,Beaver Creek,
Customer Service Representative / Data Analyst,Adaria Vending Services Limited,"Maple, York region",Canada,Maple,
Senior Data Analyst (Marketing Experience),Improvado,Canada,Canada,Unknown,docker
"Senior Data Analyst, 3d Design Data",Autodesk,"Victoria, Capital",Canada,Victoria,
Urgent Data Analyst/Specialist Position,Magna International,"Greater Vancouver, British Columbia",Canada,Vancouver,machine learning
Senior Data Analyst – Remote – FS433,Fresche Solutions,"Montréal, Québec",Canada,Montreal,
Data Analyst - Mapping Level 2,Poly Services Group,"Scarborough, Toronto",Canada,Scarborough,
"Data Analyst, Intern (Master's degree)",Stripe,"Toronto, Ontario",Canada,Toronto,
Supply Chain Data Analyst - Student,MDA Space Canada,"Baie-d'Urfé, Montréal",Canada,Baie-D'Urfé,
Data Analyst (Remote â Canada),Tenstorrent,"Greater Vancouver, British Columbia",Canada,Vancouver,
Data Analyst and Reporting Tools Developer,Fidelity International,"Toronto, Ontario",Canada,Toronto,
P&C Actuarial Data Analyst,Everest Group,Canada,Canada,Unknown,
Operational Resilience Data Analyst (Hybrid),Morgan Stanley,"Montréal, Québec",Canada,Montreal,
Customer Service Representative / Data Analyst,Adaria Vending Services Limited,"Concord, York region",Canada,Concord,
"Director, Software Engineering",Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Staff Software Engineer,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
"Director, Software Engineering - International Card Tech",Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Ingénieur logiciel principal / Senior Software Engineer,Trane Technologies,"Westmount, Montréal",Canada,Westmount,
Senior Software Engineering Manager - International Card Tech - Backend,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,Microsoft Canada,Canada,Canada,Unknown,sql
Software Engineer II,Microsoft Canada,Canada,Canada,Unknown,sql
Senior Software Engineer,Microsoft Canada,Canada,Canada,Unknown,
Staff Software Engineer - International Card Tech - Backend,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Software Engineer II,Microsoft Canada,Canada,Canada,Unknown,
Staff Software Engineer - Capital One Travel - Android,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineering Manager - International Card Tech - Full stack,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Staff Software Engineer - International Card Tech - Full-stack,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Staff Software Engineer - International Card Tech - Backend,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer -Backend Software,Microsoft Canada,Canada,Canada,Unknown,
Software Engineer II-Backend Software,Microsoft Canada,Canada,Canada,Unknown,
Senior Staff Software Engineer - International Card Tech - Full-stack,Capital One - CA,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer - Distributed Systems,Microsoft Canada,Canada,Canada,Unknown,
Principal Software Engineer (Frontend/Full Stack),Microsoft Canada,Canada,Canada,Unknown,
Senior Software Engineer | Azure Data Analytics,Microsoft Canada,Canada,Canada,Unknown,
Software Engineer II - Azure Data Analytics,Microsoft Canada,Canada,Canada,Unknown,
Senior Software Engineer (Frontend/Full Stack),Microsoft Canada,Canada,Canada,Unknown,
Principal Software Engineering Manager-Full Stack,Microsoft Canada,Canada,Canada,Unknown,
Senior Software Engineer -Front End Development,Microsoft Canada,Canada,Canada,Unknown,
Principal Software Engineer | Cosmos Big Data Optimizer,Microsoft Canada,Canada,Canada,Unknown,
Software Engineer,NearSource,"Vancouver, Greater Vancouver",Canada,Vancouver,
Software Engineer,Larus Technologies,"Ottawa, Ottawa region",Canada,Ottawa,
Software Engineer,NearSource,"Toronto, Ontario",Canada,Toronto,"aws,react"
Software Engineer,acre security,"Ottawa, Ottawa region",Canada,Ottawa,
Software Engineer,Roadpost,"Swansea, City of Toronto",Canada,Swansea,
Software Engineer,Rockstar,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Workhoppers,"London, Middlesex",Canada,London,excel
Software Engineer,Gateway Services Inc,"Guelph, Wellington region",Canada,Guelph,
Software Engineer,OSI Maritime,"Burnaby, Greater Vancouver",Canada,Burnaby,
Software Engineer,RTX,Canada,Canada,Unknown,
Software Engineer,RTX Corporation,"Calgary, Calgary region",Canada,Calgary,
Software Engineer,Applied Biological Materials Inc,"Victoria-Fraserview, Vancouver",Canada,Victoria-Fraserview,
Software Engineer,Equifax,Canada,Canada,Unknown,
Software Engineer,Nexthop Systems Inc,"Burnaby, Greater Vancouver",Canada,Burnaby,
Software Engineer,Swim Recruiting,"Greater Vancouver, British Columbia",Canada,Vancouver,
Software Engineer,Actalent,"Kanata, Ottawa region",Canada,Kanata,
Software Engineer,MatchBox Consulting Group,"Greater Vancouver, British Columbia",Canada,Vancouver,
Software Engineer,ClearBlue Markets,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Resmed,Canada,Canada,Unknown,
Software Engineer,RBGlobal,"Mississauga, Peel region",Canada,Mississauga,
Software Engineer,Osedea,Canada,Canada,Unknown,
Software Engineer,Aviya Aerospace Systems,"Longueuil, Champlain",Canada,Longueuil,
Software Engineer,Alquemy,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Mercor,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Assetworks,Canada,Canada,Unknown,
Software Engineer,Partner Experience XML Feed,"Toronto, Ontario",Canada,Toronto,
Software Engineer,JV Driver Inc.,"Acheson, Edmonton region",Canada,Acheson,
Software Engineer,Pierre Strand,"Hastings-Sunrise, Vancouver",Canada,Hastings-Sunrise,
Software Engineer,Roadpost,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Relay,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Morningstar,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Fox,Canada,Canada,Unknown,
Software Engineer,Point Digital Finance,Canada,Canada,Unknown,
Software Engineer,"Point Digital Finance, Inc.","Vancouver, Greater Vancouver",Canada,Vancouver,
Software Engineer,Actalent,"Nepean, Ottawa region",Canada,Nepean,
Software Engineer,Lantern,"Greater Vancouver, British Columbia",Canada,Vancouver,
Software Engineer,Rakuten,Canada,Canada,Unknown,
Software Engineer,Spellbook,Canada,Canada,Unknown,
Software Engineer,hireVouch,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Chemelex,"Kitchener, Waterloo region",Canada,Kitchener,linux
Software Engineer,Transport Domain,"Saint-Bruno, La Vallée-du-Richelieu",Canada,Saint-Bruno,python
Software Engineer,The Onset,"Sydney, Cape Breton",Canada,Sydney,java
Software Engineer,CircleCI,"Toronto, Ontario",Canada,Toronto,
Software Engineer,Warner Music,Canada,Canada,Unknown,
Software Engineer,AXIS,"Halifax region, Nova Scotia",Canada,Halifax Region,
Senior Software Engineer/Software Engineering Manager,Verisk,"Waterloo region, Ontario",Canada,Waterloo Region,
Senior Software Engineer/Software Engineering Manager,Verisk Analytics,"Waterloo region, Ontario",Canada,Waterloo Region,
Senior Software Engineer,Portless,Canada,Canada,Unknown,
Sr. Software Engineer,EarthDaily Analytics,"Canada Place, Vancouver",Canada,Unknown,machine learning
Software Engineer – Backend,Brydon Gama,"Ontario, Canada",Canada,Ontario,
Senior Software Engineer,Mercor,"Toronto, Ontario",Canada,Toronto,
Embedded Software Engineer,ExtentCom,"Richmond Hill, York region",Canada,Richmond Hill,
Software Engineering Manager,eDynamic Learning,Canada,Canada,Unknown,
Lead Software Engineer,The Brand Power Company,"Toronto, Ontario",Canada,Toronto,
Intermediate Software Engineer,ADGA Group Consultants Inc,"Ottawa, Ottawa region",Canada,Ottawa,
Senior Software Engineer,ADGA Group Consultants Inc,"Ottawa, Ottawa region",Canada,Ottawa,
Sr. Software Engineer,Mercor,"Toronto, Ontario",Canada,Toronto,python
Software Engineering Intern,Valsoft Corporation,Canada,Canada,Unknown,
Embedded Software Engineer,Evertz Microsystems Limited,"Burlington, Halton",Canada,Burlington,
Senior Software Engineer,STACK IT Recruitment,"Toronto, Ontario",Canada,Toronto,
Principal Software Engineer,pubGENIUS,Canada,Canada,Unknown,"react,machine learning"
Director of Software Engineering,ClearGov,"Calgary, Calgary region",Canada,Calgary,
Senior Software Engineer,SuiteSpot Technology,"North York, Toronto",Canada,North York,
Software Engineer - API,CMiC,"Concord, York region",Canada,Concord,
Senior Software Engineer,Rockstar,Canada,Canada,Unknown,
Senior Software Engineer,Vention,"Montréal, Québec",Canada,Montreal,
Software Engineering - Software Engineer - P3 - EN252-N,OSI Maritime,"Burnaby, Greater Vancouver",Canada,Burnaby,
Software Engineer / Senior Software Engineer - Agent Platform,Workday,"Greater Vancouver, British Columbia",Canada,Vancouver,
Software Engineer and Senior Software Engineer - AI Platform,Workday,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,GeoSoftware,"Calgary Tower, Calgary",Canada,Calgary Tower,
Senior Software Engineer,GeoSoftware,"Calgary, Calgary region",Canada,Calgary,
Software Engineering Manager,Aversan,"Redcliff, Medicine Hat region",Canada,Redcliff,
Software Engineer - Contingent,RBGlobal,"Burnaby, Greater Vancouver",Canada,Burnaby,
Software Engineer (Temp),Ravenwake Games,"Vancouver, Greater Vancouver",Canada,Vancouver,
Software Engineering Manager,Duke,"Medicine Hat region, Alberta",Canada,Medicine Hat Region,
Sr. Software Engineer,EarthDaily Analytics,"Vancouver, Greater Vancouver",Canada,Vancouver,machine learning
Software Engineering Manager,Toparo,"Verdun, Montréal",Canada,Verdun,
Director of Software Engineering,Fiserv,"Toronto, Ontario",Canada,Toronto,
Director of Software Engineering,Fiserv,Canada,Canada,Unknown,
Senior Software Engineer,hireVouch,Canada,Canada,Unknown,
Senior Software Engineer,Signal 1,"Yorkville, City of Toronto",Canada,Yorkville,
DevOps Software Engineer,Macquarie Technology Group,"Sydney, Cape Breton",Canada,Sydney,
Sr Software Engineer,Workhoppers,"Kitchener, Waterloo region",Canada,Kitchener,react
Senior Software Engineer,FIC,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,FIC,"Vancouver, Greater Vancouver",Canada,Vancouver,
"Director, Software Engineering",Capital One,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,Netcracker,"Calgary, Calgary region",Canada,Calgary,java
Senior Software Engineer,Netcracker Technology,"Calgary, Calgary region",Canada,Calgary,java
Staff Software Engineer,Toparo,"Verdun, Montréal",Canada,Verdun,
Lead Software Engineer,KitchenMate,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,Puzzle Cats,"Toronto, Ontario",Canada,Toronto,
Software Engineer II,Bentley Systems,Canada,Canada,Unknown,
Manager of Software Engineering,Mastercard,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Software Engineer,ZoomInfo Technologies,"Toronto, Ontario",Canada,Toronto,
Principal Software Engineer,Roche,"Mississauga, Peel region",Canada,Mississauga,
Principal Software Engineer,Roche,Canada,Canada,Unknown,
Senior Software Engineer,Starboard Recruitment,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,Starboard Recruitment,"Vancouver, Greater Vancouver",Canada,Vancouver,
Senior Software Engineer,Swim Recruiting,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Software Engineer,Trimble,Canada,Canada,Unknown,
Intermediate Software Engineer,Jobber,"Toronto, Ontario",Canada,Toronto,
"Manager, Software Engineering","Verathon, Inc.","Burnaby, Greater Vancouver",Canada,Burnaby,
AI Software Engineer,TrustFlight,Canada,Canada,Unknown,
Sr Software Engineer,hireVouch,"Toronto, Ontario",Canada,Toronto,react
Senior Software Engineer,MCAP,Canada,Canada,Unknown,
System Software Engineer,Lumentum,Canada,Canada,Unknown,
Principal Software Engineer,Marqeta,Canada,Canada,Unknown,
Staff Software Engineer,Infoblox,"Burnaby, Greater Vancouver",Canada,Burnaby,
"Manager, Software Engineering",ApplyBoard,"Kitchener, Waterloo region",Canada,Kitchener,
Embedded Software Engineer,Lumentum,Canada,Canada,Unknown,
"Software Engineer, Security",Cohere,"Toronto, Ontario",Canada,Toronto,
Backend Developer,Nabu Casa,"Toronto, Ontario",Canada,Toronto,
Java Backend Developer,VDart Inc,Canada,Canada,Unknown,"sql,aws,docker,java"
Java backend developer,Cloudious LLC,"Ogden, Calgary",Canada,Ogden,java
Senior Backend Developer,LOD Technologies Inc.,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Backend Developer,Starboard Recruitment,Canada,Canada,Unknown,"python,aws"
Senior Backend Developer,Starboard Recruitment,"Vancouver, Greater Vancouver",Canada,Vancouver,"python,aws"
.NET Backend Developer,Futuretek,"Toronto, Ontario",Canada,Toronto,
Java Backend Developer,Tangentia,"Toronto, Ontario",Canada,Toronto,"docker,java"
Senior Backend Developer,UniUni,Canada,Canada,Unknown,
Java backend developer,Themesoft Inc.,"Calgary, Calgary region",Canada,Calgary,java
Java Backend Developer,CGI,"Toronto, Ontario",Canada,Toronto,java
Senior Backend Developer,VoPay International,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Backend Developer,Clir,"West End, Vancouver",Canada,West End,
Backend Developer (.Net),Comm100 Network Corporation,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Backend Developer,Tempo,Canada,Canada,Unknown,
Senior Backend Developer,crescendo,"Toronto, Ontario",Canada,Toronto,
Senior Backend Developer,Royal Bank of Canada,Canada,Canada,Unknown,
Magento Backend Developer,Valtech,Canada,Canada,Unknown,
Senior Backend Developer,LOD Technologies Inc.,"Vancouver, Greater Vancouver",Canada,Vancouver,
Backend Developer (C#),Intellifi,"Vancouver, Greater Vancouver",Canada,Vancouver,
Magento Backend Developer,Valtech,"Montréal, Québec",Canada,Montreal,
Lead Backend Developer,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
Senior Backend Developer — Monetization,Xsolla,"Montréal, Québec",Canada,Montreal,
Senior Backend Developer (Payments),Join Us at Loop,"Toronto, Ontario",Canada,Toronto,
Senior Backend Developer (Cloud),Tempo,Canada,Canada,Unknown,
Java Backend Developer - Remote / Telecommute,CYNET SYSTEMS,"Winnipeg region, Manitoba",Canada,Winnipeg Region,java
Valnet Auto | Senior Backend Developer,Valnet Inc.,"Montréal, Québec",Canada,Montreal,
Java Backend Developer - Remote Work,Two95 International Inc.,"Ottawa, Ottawa region",Canada,Ottawa,java
Senior Backend Developer - Node.js,Jobgether,Canada,Canada,Unknown,
Senior Backend Developer - Vice President,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
Développeur·se Backend / Backend Developer,Cloud Imperium Games Limited,"Montréal, Québec",Canada,Montreal,
Développeur·se Backend / Backend Developer,Média Turbulent,"Montréal, Québec",Canada,Montreal,
Senior Backend Developer - General application,Stay22,"Montréal, Québec",Canada,Montreal,
Senior Backend Developer - Neuro Squad,Stay22,"Montréal, Québec",Canada,Montreal,
Backend Developer (Java Spring boot),Tangentia,"Toronto, Ontario",Canada,Toronto,java
Senior Software Engineer - Backend Developer,Nutanix,"Greater Vancouver, British Columbia",Canada,Vancouver,
"Senior Backend Developer with Typescript, NodeJS & Microservices",Infinity Solutions,"Ontario, Canada",Canada,Ontario,
